"ObjectId","Displayname","Skuid","SKUName","ServicePlanName","ServicePlanId","capabilityStatus","DisabledServicePlanName","DisabledServicePlan"
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MFA_PREMIUM","8a256a2b-b617-496d-b51b-e76466e88db0","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MICROSOFT_COMMUNICATION_COMPLIANCE","a413a9ff-720c-4822-98ef-2f37c2a21f4c","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MICROSOFTBOOKINGS","199a5c09-e0ca-4e37-8f7c-b05d533e1ea2","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MIP_S_CLP1","5136a095-5cf0-4aff-bec3-e84448b38ea5","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MIP_S_CLP2","efb0351d-3b08-4503-993d-383af8de41e3","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MIP_S_Exchange","cd31b152-6326-4d1b-ae1b-997b625182e6","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","ML_CLASSIFICATION","d2d51368-76c9-4317-ada2-a12c004c432f","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MTP","bf28f719-7844-4079-9c78-c1307898e192","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","OFFICESUBSCRIPTION","43de0ff5-c92c-492b-9116-175376d08c38","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","PAM_ENTERPRISE","b1188c4c-1b36-4018-b48b-ee07604f6feb","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","POWER_VIRTUAL_AGENTS_O365_P3","ded3d325-1bdc-453e-8432-5bac26d7a014","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","POWERAPPS_O365_P3","9c0dab89-a30c-4117-86e7-97bda240acd2","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","PROJECT_O365_P3","b21a6b06-1988-436e-a07b-51ec6d9f52ad","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","PROJECTWORKMANAGEMENT","b737dad2-2f6c-4c65-90e3-ca563267e8b9","Deleted",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","RECORDS_MANAGEMENT","65cc641f-cccd-4643-97e0-a17e3045e541","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","RMS_S_ENTERPRISE","bea4c11e-220a-4e6d-8eb8-8ea15d019f90","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","RMS_S_PREMIUM","6c57d4b6-3b23-47a5-9bc9-69f17b4947b3","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","RMS_S_PREMIUM2","5689bec4-755d-4753-8b61-40975025187c","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","SAFEDOCS","bf6f5520-59e3-4f82-974b-7dbbc4fd27c7","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","SHAREPOINTENTERPRISE","5dbe027f-2339-4123-9542-606e4d348a72","Enabled",,
